,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,spread
10653,0,532600,STARFRUIT,5059,28,,,,,5066,28,,,,,5062.5,0.0,7
10654,0,532700,STARFRUIT,5060,22,,,,,5067,22,,,,,5063.5,0.0,7
10657,0,532800,STARFRUIT,5060,29,,,,,5066,1,5067.0,28.0,,,5063.0,0.0,6
10659,0,532900,STARFRUIT,5060,8,5059.0,22.0,,,5066,22,,,,,5063.0,0.0,6
10661,0,533000,STARFRUIT,5059,29,,,,,5066,29,,,,,5062.5,0.0,7
10662,0,533100,STARFRUIT,5060,2,5059.0,22.0,,,5066,2,5067.0,22.0,,,5063.0,0.0,6
10665,0,533200,STARFRUIT,5065,1,5059.0,23.0,,,5066,23,,,,,5065.5,0.0,1
10667,0,533300,STARFRUIT,5065,1,5060.0,24.0,,,5066,1,5067.0,23.0,,,5065.5,0.0,1
10669,0,533400,STARFRUIT,5059,23,,,,,5064,4,5066.0,23.0,,,5061.5,0.0,5
10670,0,533500,STARFRUIT,5059,26,,,,,5066,26,,,,,5062.5,0.0,7
10673,0,533600,STARFRUIT,5063,4,5059.0,31.0,,,5064,8,5065.0,2.0,5066.0,29.0,5063.5,0.0,1
10675,0,533700,STARFRUIT,5059,23,,,,,5064,4,5066.0,23.0,,,5061.5,0.0,5
10677,0,533800,STARFRUIT,5065,1,5060.0,2.0,5059.0,20.0,5066,22,,,,,5065.5,0.0,1
10678,0,533900,STARFRUIT,5060,32,,,,,5067,32,,,,,5063.5,0.0,7
10681,0,534000,STARFRUIT,5060,24,,,,,5066,1,5067.0,23.0,,,5063.0,0.0,6
10683,0,534100,STARFRUIT,5059,27,,,,,5066,27,,,,,5062.5,0.0,7
10685,0,534200,STARFRUIT,5060,24,,,,,5067,24,,,,,5063.5,0.0,7
10686,0,534300,STARFRUIT,5065,1,5061.0,5.0,5060.0,27.0,5066,2,5067.0,25.0,,,5065.5,0.0,1
10689,0,534400,STARFRUIT,5065,1,5060.0,1.0,5059.0,24.0,5066,25,,,,,5065.5,0.0,1
10691,0,534500,STARFRUIT,5064,1,5059.0,22.0,,,5066,22,,,,,5065.0,0.0,2
10693,0,534600,STARFRUIT,5059,31,,,,,5066,31,,,,,5062.5,0.0,7
10694,0,534700,STARFRUIT,5058,26,,,,,5065,27,,,,,5061.5,0.0,7
10697,0,534800,STARFRUIT,5057,30,,,,,5058,1,5065.0,30.0,,,5057.5,0.0,1
10699,0,534900,STARFRUIT,5057,20,,,,,5064,20,,,,,5060.5,0.0,7
10701,0,535000,STARFRUIT,5058,1,5057.0,20.0,,,5064,21,,,,,5061.0,0.0,6
10702,0,535100,STARFRUIT,5057,30,,,,,5064,30,,,,,5060.5,0.0,7
10705,0,535200,STARFRUIT,5057,21,,,,,5064,21,,,,,5060.5,0.0,7
10707,0,535300,STARFRUIT,5057,26,,,,,5064,26,,,,,5060.5,0.0,7
10709,0,535400,STARFRUIT,5058,3,5057.0,26.0,,,5063,2,5064.0,24.0,,,5060.5,0.0,5
10710,0,535500,STARFRUIT,5056,27,,,,,5061,5,5063.0,27.0,,,5058.5,0.0,5
10713,0,535600,STARFRUIT,5062,1,5056.0,29.0,,,5063,29,,,,,5062.5,0.0,1
10715,0,535700,STARFRUIT,5057,2,5056.0,22.0,,,5063,24,,,,,5060.0,0.0,6
10717,0,535800,STARFRUIT,5056,28,,,,,5057,1,5063.0,28.0,,,5056.5,0.0,1
10718,0,535900,STARFRUIT,5056,24,,,,,5057,7,5063.0,24.0,,,5056.5,0.0,1
10721,0,536000,STARFRUIT,5055,24,,,,,5062,24,,,,,5058.5,0.0,7
10723,0,536100,STARFRUIT,5056,1,5055.0,25.0,,,5062,25,,,,,5059.0,0.0,6
10725,0,536200,STARFRUIT,5058,6,5055.0,26.0,,,5062,26,,,,,5060.0,0.0,4
10726,0,536300,STARFRUIT,5056,1,5055.0,26.0,,,5062,27,,,,,5059.0,0.0,6
10728,0,536400,STARFRUIT,5055,25,,,,,5062,25,,,,,5058.5,0.0,7
10731,0,536500,STARFRUIT,5060,5,5056.0,22.0,,,5063,22,,,,,5061.5,0.0,3
10732,0,536600,STARFRUIT,5056,2,5055.0,30.0,,,5062,32,,,,,5059.0,0.0,6
10734,0,536700,STARFRUIT,5055,22,,,,,5062,22,,,,,5058.5,0.0,7
10736,0,536800,STARFRUIT,5054,25,,,,,5059,4,5061.0,25.0,,,5056.5,0.0,5
10739,0,536900,STARFRUIT,5055,8,5054.0,22.0,,,5061,22,,,,,5058.0,0.0,6
10740,0,537000,STARFRUIT,5055,7,5054.0,22.0,,,5061,22,,,,,5058.0,0.0,6
10742,0,537100,STARFRUIT,5053,23,,,,,5060,23,,,,,5056.5,0.0,7
10744,0,537200,STARFRUIT,5054,5,5053.0,27.0,,,5056,3,5060.0,27.0,,,5055.0,0.0,2
10747,0,537300,STARFRUIT,5054,24,,,,,5060,1,5061.0,23.0,,,5057.0,0.0,6
10748,0,537400,STARFRUIT,5054,27,,,,,5061,27,,,,,5057.5,0.0,7
10750,0,537500,STARFRUIT,5055,1,5054.0,22.0,,,5061,1,5062.0,22.0,,,5058.0,0.0,6
10752,0,537600,STARFRUIT,5054,20,,,,,5061,21,,,,,5057.5,0.0,7
10755,0,537700,STARFRUIT,5055,6,5054.0,25.0,,,5060,1,5061.0,24.0,,,5057.5,0.0,5
10756,0,537800,STARFRUIT,5054,28,,,,,5061,28,,,,,5057.5,0.0,7
10758,0,537900,STARFRUIT,5054,24,,,,,5061,24,,,,,5057.5,0.0,7
10760,0,538000,STARFRUIT,5058,6,5055.0,21.0,,,5061,1,5062.0,20.0,,,5059.5,0.0,3
10763,0,538100,STARFRUIT,5056,6,5055.0,31.0,,,5062,31,,,,,5059.0,0.0,6
10764,0,538200,STARFRUIT,5055,21,,,,,5061,1,5062.0,20.0,,,5058.0,0.0,6
10766,0,538300,STARFRUIT,5055,21,,,,,5062,21,,,,,5058.5,0.0,7
10768,0,538400,STARFRUIT,5055,25,,,,,5061,7,5063.0,25.0,,,5058.0,0.0,6
10771,0,538500,STARFRUIT,5057,6,5056.0,28.0,,,5062,2,5063.0,26.0,,,5059.5,0.0,5
10772,0,538600,STARFRUIT,5056,2,5055.0,24.0,,,5060,7,5062.0,26.0,,,5058.0,0.0,4
10775,0,538700,STARFRUIT,5056,30,,,,,5063,30,,,,,5059.5,0.0,7
10777,0,538800,STARFRUIT,5056,26,,,,,5063,26,,,,,5059.5,0.0,7
10779,0,538900,STARFRUIT,5057,2,5056.0,23.0,,,5063,25,,,,,5060.0,0.0,6
10780,0,539000,STARFRUIT,5057,28,,,,,5064,28,,,,,5060.5,0.0,7
10783,0,539100,STARFRUIT,5058,2,5057.0,20.0,,,5064,2,5065.0,20.0,,,5061.0,0.0,6
10785,0,539200,STARFRUIT,5058,2,5057.0,21.0,,,5059,2,5062.0,5.0,5064.0,23.0,5058.5,0.0,1
10787,0,539300,STARFRUIT,5057,29,,,,,5064,29,,,,,5060.5,0.0,7
10788,0,539400,STARFRUIT,5063,1,5057.0,28.0,,,5064,28,,,,,5063.5,0.0,1
10791,0,539500,STARFRUIT,5057,21,,,,,5062,7,5064.0,21.0,,,5059.5,0.0,5
10793,0,539600,STARFRUIT,5058,1,5057.0,29.0,,,5064,30,,,,,5061.0,0.0,6
10795,0,539700,STARFRUIT,5058,5,5057.0,25.0,,,5064,27,,,,,5061.0,0.0,6
10796,0,539800,STARFRUIT,5058,22,,,,,5063,4,5065.0,22.0,,,5060.5,0.0,5
10799,0,539900,STARFRUIT,5059,2,5058.0,21.0,,,5065,23,,,,,5062.0,0.0,6
10801,0,540000,STARFRUIT,5064,1,5058.0,20.0,,,5065,20,,,,,5064.5,0.0,1
10803,0,540100,STARFRUIT,5058,22,,,,,5065,22,,,,,5061.5,0.0,7
10804,0,540200,STARFRUIT,5058,30,,,,,5065,30,,,,,5061.5,0.0,7
10807,0,540300,STARFRUIT,5058,26,,,,,5064,1,5065.0,25.0,,,5061.0,0.0,6
10809,0,540400,STARFRUIT,5058,27,,,,,5065,27,,,,,5061.5,0.0,7
10811,0,540500,STARFRUIT,5058,26,,,,,5064,1,5065.0,25.0,,,5061.0,0.0,6
10812,0,540600,STARFRUIT,5058,22,,,,,5065,22,,,,,5061.5,0.0,7
10815,0,540700,STARFRUIT,5057,21,,,,,5064,21,,,,,5060.5,0.0,7
10817,0,540800,STARFRUIT,5058,2,5057.0,28.0,,,5062,5,5064.0,30.0,,,5060.0,0.0,4
10818,0,540900,STARFRUIT,5063,1,5057.0,30.0,,,5064,30,,,,,5063.5,0.0,1
10821,0,541000,STARFRUIT,5057,25,,,,,5064,25,,,,,5060.5,0.0,7
10823,0,541100,STARFRUIT,5058,1,5057.0,20.0,,,5064,21,,,,,5061.0,0.0,6
10825,0,541200,STARFRUIT,5058,27,,,,,5064,1,5065.0,26.0,,,5061.0,0.0,6
10826,0,541300,STARFRUIT,5058,27,,,,,5065,27,,,,,5061.5,0.0,7
10829,0,541400,STARFRUIT,5059,29,,,,,5065,1,5066.0,28.0,,,5062.0,0.0,6
10831,0,541500,STARFRUIT,5059,29,,,,,5066,29,,,,,5062.5,0.0,7
10833,0,541600,STARFRUIT,5059,29,,,,,5066,29,,,,,5062.5,0.0,7
10834,0,541700,STARFRUIT,5062,6,5059.0,24.0,,,5066,24,,,,,5064.0,0.0,4
10837,0,541800,STARFRUIT,5059,24,,,,,5064,6,5066.0,25.0,,,5061.5,0.0,5
10839,0,541900,STARFRUIT,5059,1,5058.0,27.0,,,5065,28,,,,,5062.0,0.0,6
10841,0,542000,STARFRUIT,5059,22,,,,,5066,22,,,,,5062.5,0.0,7
10842,0,542100,STARFRUIT,5059,22,,,,,5064,8,5066.0,22.0,,,5061.5,0.0,5
10845,0,542200,STARFRUIT,5059,19,,,,,5064,8,5066.0,20.0,,,5061.5,0.0,5
10847,0,542300,STARFRUIT,5059,5,5058.0,28.0,,,5060,3,5065.0,29.0,,,5059.5,0.0,1
10849,0,542400,STARFRUIT,5058,31,,,,,5063,2,5065.0,31.0,,,5060.5,0.0,5
10850,0,542500,STARFRUIT,5058,22,,,,,5063,6,5065.0,22.0,,,5060.5,0.0,5
10853,0,542600,STARFRUIT,5058,28,,,,,5065,28,,,,,5061.5,0.0,7
10855,0,542700,STARFRUIT,5058,29,,,,,5063,4,5065.0,29.0,,,5060.5,0.0,5
10857,0,542800,STARFRUIT,5058,26,,,,,5065,26,,,,,5061.5,0.0,7
10858,0,542900,STARFRUIT,5058,22,,,,,5065,22,,,,,5061.5,0.0,7
10861,0,543000,STARFRUIT,5062,5,5058.0,24.0,,,5065,24,,,,,5063.5,0.0,3
10863,0,543100,STARFRUIT,5058,26,,,,,5060,5,5065.0,26.0,,,5059.0,0.0,2
10865,0,543200,STARFRUIT,5058,25,,,,,5065,25,,,,,5061.5,0.0,7
10866,0,543300,STARFRUIT,5059,25,,,,,5060,8,5066.0,25.0,,,5059.5,0.0,1
10869,0,543400,STARFRUIT,5060,8,5059.0,22.0,,,5065,2,5066.0,20.0,,,5062.5,0.0,5
10871,0,543500,STARFRUIT,5058,29,,,,,5061,5,5065.0,29.0,,,5059.5,0.0,3
10873,0,543600,STARFRUIT,5059,3,5058.0,21.0,,,5065,23,,,,,5062.0,0.0,6
10874,0,543700,STARFRUIT,5059,25,,,,,5060,7,5066.0,25.0,,,5059.5,0.0,1
10877,0,543800,STARFRUIT,5059,22,,,,,5065,1,5066.0,21.0,,,5062.0,0.0,6
10879,0,543900,STARFRUIT,5059,27,,,,,5064,6,5066.0,27.0,,,5061.5,0.0,5
10881,0,544000,STARFRUIT,5064,1,5059.0,1.0,5058.0,24.0,5065,25,,,,,5064.5,0.0,1
10882,0,544100,STARFRUIT,5059,3,5058.0,23.0,,,5065,23,,,,,5062.0,0.0,6
10885,0,544200,STARFRUIT,5059,24,,,,,5064,7,5065.0,1.0,5066.0,23.0,5061.5,0.0,5
10887,0,544300,STARFRUIT,5059,25,,,,,5066,25,,,,,5062.5,0.0,7
10889,0,544400,STARFRUIT,5059,28,,,,,5065,1,5066.0,27.0,,,5062.0,0.0,6
10890,0,544500,STARFRUIT,5058,25,,,,,5065,25,,,,,5061.5,0.0,7
10893,0,544600,STARFRUIT,5060,2,5059.0,26.0,,,5066,26,,,,,5063.0,0.0,6
10895,0,544700,STARFRUIT,5059,2,5058.0,27.0,,,5065,2,5066.0,27.0,,,5062.0,0.0,6
10897,0,544800,STARFRUIT,5058,28,,,,,5065,28,,,,,5061.5,0.0,7
10898,0,544900,STARFRUIT,5058,23,,,,,5065,23,,,,,5061.5,0.0,7
10901,0,545000,STARFRUIT,5057,23,,,,,5062,3,5064.0,23.0,,,5059.5,0.0,5
10903,0,545100,STARFRUIT,5057,25,,,,,5064,25,,,,,5060.5,0.0,7
10904,0,545200,STARFRUIT,5057,30,,,,,5064,30,,,,,5060.5,0.0,7
10906,0,545300,STARFRUIT,5058,26,,,,,5064,2,5065.0,24.0,,,5061.0,0.0,6
10908,0,545400,STARFRUIT,5058,24,,,,,5065,24,,,,,5061.5,0.0,7
10911,0,545500,STARFRUIT,5059,28,,,,,5066,28,,,,,5062.5,0.0,7
10912,0,545600,STARFRUIT,5059,26,,,,,5064,4,5066.0,26.0,,,5061.5,0.0,5
10914,0,545700,STARFRUIT,5065,1,5059.0,28.0,,,5066,28,,,,,5065.5,0.0,1
10916,0,545800,STARFRUIT,5062,1,5060.0,2.0,5059.0,25.0,5066,2,5067.0,25.0,,,5064.0,0.0,4
10919,0,545900,STARFRUIT,5060,21,,,,,5066,1,5067.0,20.0,,,5063.0,0.0,6
10920,0,546000,STARFRUIT,5059,27,,,,,5066,27,,,,,5062.5,0.0,7
10922,0,546100,STARFRUIT,5059,24,,,,,5066,24,,,,,5062.5,0.0,7
10924,0,546200,STARFRUIT,5059,32,,,,,5064,2,5065.0,2.0,5066.0,30.0,5061.5,0.0,5
10927,0,546300,STARFRUIT,5060,2,5059.0,29.0,,,5066,29,,,,,5063.0,0.0,6
10928,0,546400,STARFRUIT,5059,22,,,,,5066,22,,,,,5062.5,0.0,7
10930,0,546500,STARFRUIT,5060,3,5059.0,21.0,,,5066,21,,,,,5063.0,0.0,6
10932,0,546600,STARFRUIT,5059,30,,,,,5066,30,,,,,5062.5,0.0,7
10935,0,546700,STARFRUIT,5063,3,5060.0,24.0,,,5066,2,5067.0,22.0,,,5064.5,0.0,3
10936,0,546800,STARFRUIT,5060,1,5059.0,30.0,,,5066,31,,,,,5063.0,0.0,6
10938,0,546900,STARFRUIT,5060,25,,,,,5066,1,5067.0,24.0,,,5063.0,0.0,6
10940,0,547000,STARFRUIT,5065,1,5059.0,28.0,,,5066,28,,,,,5065.5,0.0,1
10943,0,547100,STARFRUIT,5059,27,,,,,5066,27,,,,,5062.5,0.0,7
10944,0,547200,STARFRUIT,5060,1,5059.0,21.0,,,5064,4,5066.0,22.0,,,5062.0,0.0,4
10946,0,547300,STARFRUIT,5059,20,,,,,5060,1,5064.0,8.0,5067.0,20.0,5059.5,0.0,1
10948,0,547400,STARFRUIT,5060,2,5059.0,29.0,,,5066,1,5067.0,29.0,,,5063.0,0.0,6
10951,0,547500,STARFRUIT,5059,24,,,,,5066,24,,,,,5062.5,0.0,7
10952,0,547600,STARFRUIT,5065,1,5060.0,2.0,5059.0,28.0,5066,2,5067.0,28.0,,,5065.5,0.0,1
10955,0,547700,STARFRUIT,5063,5,5060.0,1.0,5059.0,21.0,5066,1,5067.0,21.0,,,5064.5,0.0,3
10957,0,547800,STARFRUIT,5060,1,5059.0,23.0,,,5066,1,5067.0,23.0,,,5063.0,0.0,6
10959,0,547900,STARFRUIT,5061,2,5060.0,30.0,,,5067,32,,,,,5064.0,0.0,6
10960,0,548000,STARFRUIT,5059,28,,,,,5067,28,,,,,5063.0,0.0,8
10963,0,548100,STARFRUIT,5060,26,,,,,5066,1,5067.0,25.0,,,5063.0,0.0,6
10965,0,548200,STARFRUIT,5060,28,,,,,5067,28,,,,,5063.5,0.0,7
10967,0,548300,STARFRUIT,5061,6,5060.0,29.0,,,5067,31,,,,,5064.0,0.0,6
10968,0,548400,STARFRUIT,5060,28,,,,,5067,28,,,,,5063.5,0.0,7
10971,0,548500,STARFRUIT,5060,30,,,,,5067,30,,,,,5063.5,0.0,7
10973,0,548600,STARFRUIT,5066,1,5060.0,30.0,,,5067,30,,,,,5066.5,0.0,1
10975,0,548700,STARFRUIT,5061,2,5060.0,27.0,,,5067,29,,,,,5064.0,0.0,6
10976,0,548800,STARFRUIT,5060,20,,,,,5067,20,,,,,5063.5,0.0,7
10979,0,548900,STARFRUIT,5061,6,5060.0,28.0,,,5067,28,,,,,5064.0,0.0,6
10981,0,549000,STARFRUIT,5059,28,,,,,5066,28,,,,,5062.5,0.0,7
10983,0,549100,STARFRUIT,5059,26,,,,,5066,26,,,,,5062.5,0.0,7
10984,0,549200,STARFRUIT,5060,2,5059.0,29.0,,,5066,31,,,,,5063.0,0.0,6
10987,0,549300,STARFRUIT,5060,1,5059.0,25.0,,,5066,26,,,,,5063.0,0.0,6
10989,0,549400,STARFRUIT,5060,23,,,,,5067,23,,,,,5063.5,0.0,7
10991,0,549500,STARFRUIT,5061,26,,,,,5068,26,,,,,5064.5,0.0,7
10993,0,549600,STARFRUIT,5061,25,,,,,5068,25,,,,,5064.5,0.0,7
10995,0,549700,STARFRUIT,5061,31,,,,,5068,31,,,,,5064.5,0.0,7
10997,0,549800,STARFRUIT,5066,5,5061.0,23.0,,,5068,23,,,,,5067.0,0.0,2
10998,0,549900,STARFRUIT,5062,28,,,,,5067,6,5069.0,28.0,,,5064.5,0.0,5
11001,0,550000,STARFRUIT,5062,6,5061.0,22.0,,,5068,1,5069.0,22.0,,,5065.0,0.0,6
11003,0,550100,STARFRUIT,5062,1,5061.0,29.0,,,5068,1,5069.0,29.0,,,5065.0,0.0,6
11005,0,550200,STARFRUIT,5062,23,,,,,5063,10,5068.0,2.0,5069.0,21.0,5062.5,0.0,1
11006,0,550300,STARFRUIT,5064,6,5063.0,26.0,,,5070,26,,,,,5067.0,0.0,6
11009,0,550400,STARFRUIT,5063,23,,,,,5070,23,,,,,5066.5,0.0,7
11011,0,550500,STARFRUIT,5064,23,,,,,5071,23,,,,,5067.5,0.0,7
11013,0,550600,STARFRUIT,5064,2,5063.0,27.0,,,5070,29,,,,,5067.0,0.0,6
11014,0,550700,STARFRUIT,5064,21,,,,,5065,3,5071.0,21.0,,,5064.5,0.0,1
11017,0,550800,STARFRUIT,5064,30,,,,,5071,30,,,,,5067.5,0.0,7
11019,0,550900,STARFRUIT,5063,25,,,,,5068,4,5070.0,25.0,,,5065.5,0.0,5
11021,0,551000,STARFRUIT,5063,20,,,,,5070,20,,,,,5066.5,0.0,7
11022,0,551100,STARFRUIT,5064,5,5063.0,21.0,,,5071,21,,,,,5067.5,0.0,7
11025,0,551200,STARFRUIT,5064,6,5063.0,27.0,,,5070,29,,,,,5067.0,0.0,6
11027,0,551300,STARFRUIT,5063,24,,,,,5066,5,5070.0,24.0,,,5064.5,0.0,3
11029,0,551400,STARFRUIT,5064,6,5063.0,21.0,,,5070,21,,,,,5067.0,0.0,6
11030,0,551500,STARFRUIT,5063,24,,,,,5070,24,,,,,5066.5,0.0,7
11033,0,551600,STARFRUIT,5063,23,,,,,5070,23,,,,,5066.5,0.0,7
11035,0,551700,STARFRUIT,5063,32,,,,,5070,32,,,,,5066.5,0.0,7
11037,0,551800,STARFRUIT,5063,26,,,,,5070,26,,,,,5066.5,0.0,7
11038,0,551900,STARFRUIT,5069,1,5064.0,29.0,,,5070,1,5071.0,28.0,,,5069.5,0.0,1
11041,0,552000,STARFRUIT,5064,10,5063.0,29.0,,,5070,31,,,,,5067.0,0.0,6
11043,0,552100,STARFRUIT,5063,23,,,,,5070,23,,,,,5066.5,0.0,7
11045,0,552200,STARFRUIT,5064,29,,,,,5070,2,5071.0,27.0,,,5067.0,0.0,6
11046,0,552300,STARFRUIT,5063,20,,,,,5064,5,5070.0,20.0,,,5063.5,0.0,1
11049,0,552400,STARFRUIT,5064,26,,,,,5071,26,,,,,5067.5,0.0,7
11051,0,552500,STARFRUIT,5064,2,5063.0,27.0,,,5070,2,5071.0,27.0,,,5067.0,0.0,6
11053,0,552600,STARFRUIT,5063,25,,,,,5070,1,5071.0,25.0,,,5066.5,0.0,7
11054,0,552700,STARFRUIT,5064,26,,,,,5071,26,,,,,5067.5,0.0,7
11057,0,552800,STARFRUIT,5069,1,5063.0,25.0,,,5070,25,,,,,5069.5,0.0,1
11059,0,552900,STARFRUIT,5064,30,,,,,5071,30,,,,,5067.5,0.0,7
11061,0,553000,STARFRUIT,5065,4,5064.0,28.0,,,5071,28,,,,,5068.0,0.0,6
11062,0,553100,STARFRUIT,5064,24,,,,,5071,24,,,,,5067.5,0.0,7
11065,0,553200,STARFRUIT,5065,1,5064.0,26.0,,,5071,27,,,,,5068.0,0.0,6
11067,0,553300,STARFRUIT,5064,22,,,,,5071,22,,,,,5067.5,0.0,7
11069,0,553400,STARFRUIT,5065,2,5064.0,20.0,,,5071,2,5072.0,20.0,,,5068.0,0.0,6
11070,0,553500,STARFRUIT,5065,28,,,,,5072,29,,,,,5068.5,0.0,7
11073,0,553600,STARFRUIT,5065,27,,,,,5072,27,,,,,5068.5,0.0,7
11075,0,553700,STARFRUIT,5066,2,5065.0,20.0,,,5072,2,5073.0,20.0,,,5069.0,0.0,6
11077,0,553800,STARFRUIT,5066,24,,,,,5073,24,,,,,5069.5,0.0,7
11078,0,553900,STARFRUIT,5066,1,5065.0,28.0,,,5070,2,5072.0,29.0,,,5068.0,0.0,4
11080,0,554000,STARFRUIT,5065,30,,,,,5070,3,5072.0,30.0,,,5067.5,0.0,5
11083,0,554100,STARFRUIT,5064,30,,,,,5071,31,,,,,5067.5,0.0,7
11084,0,554200,STARFRUIT,5065,5,5064.0,26.0,,,5071,26,,,,,5068.0,0.0,6
11086,0,554300,STARFRUIT,5064,24,,,,,5069,1,5071.0,24.0,,,5066.5,0.0,5
11088,0,554400,STARFRUIT,5065,7,5064.0,31.0,,,5071,31,,,,,5068.0,0.0,6
11091,0,554500,STARFRUIT,5064,24,,,,,5069,4,5071.0,24.0,,,5066.5,0.0,5
11092,0,554600,STARFRUIT,5065,1,5064.0,29.0,,,5071,30,,,,,5068.0,0.0,6
11094,0,554700,STARFRUIT,5065,24,,,,,5072,25,,,,,5068.5,0.0,7
11096,0,554800,STARFRUIT,5065,27,,,,,5072,27,,,,,5068.5,0.0,7
11099,0,554900,STARFRUIT,5071,1,5069.0,3.0,5066.0,30.0,5073,30,,,,,5072.0,0.0,2
11100,0,555000,STARFRUIT,5066,1,5065.0,30.0,,,5070,5,5072.0,1.0,5073.0,30.0,5068.0,0.0,4
11102,0,555100,STARFRUIT,5066,30,,,,,5072,2,5073.0,28.0,,,5069.0,0.0,6
11104,0,555200,STARFRUIT,5065,28,,,,,5070,4,5072.0,28.0,,,5067.5,0.0,5
11107,0,555300,STARFRUIT,5065,29,,,,,5072,29,,,,,5068.5,0.0,7
11108,0,555400,STARFRUIT,5065,25,,,,,5070,8,5072.0,25.0,,,5067.5,0.0,5
11110,0,555500,STARFRUIT,5065,30,,,,,5072,30,,,,,5068.5,0.0,7
11112,0,555600,STARFRUIT,5065,23,,,,,5072,23,,,,,5068.5,0.0,7
11115,0,555700,STARFRUIT,5066,3,5065.0,31.0,,,5072,31,,,,,5069.0,0.0,6
11116,0,555800,STARFRUIT,5065,20,,,,,5072,20,,,,,5068.5,0.0,7
11118,0,555900,STARFRUIT,5065,26,,,,,5072,26,,,,,5068.5,0.0,7
11120,0,556000,STARFRUIT,5065,25,,,,,5072,25,,,,,5068.5,0.0,7
11123,0,556100,STARFRUIT,5065,5,5064.0,30.0,,,5071,32,,,,,5068.0,0.0,6
11124,0,556200,STARFRUIT,5064,31,,,,,5071,31,,,,,5067.5,0.0,7
11127,0,556300,STARFRUIT,5064,32,,,,,5071,32,,,,,5067.5,0.0,7
11129,0,556400,STARFRUIT,5065,22,,,,,5072,22,,,,,5068.5,0.0,7
11131,0,556500,STARFRUIT,5065,23,,,,,5070,2,5071.0,1.0,5072.0,22.0,5067.5,0.0,5
11132,0,556600,STARFRUIT,5064,26,,,,,5069,2,5071.0,26.0,,,5066.5,0.0,5
11135,0,556700,STARFRUIT,5064,21,,,,,5071,21,,,,,5067.5,0.0,7
11137,0,556800,STARFRUIT,5064,1,5063.0,26.0,,,5066,4,5070.0,27.0,,,5065.0,0.0,2
11139,0,556900,STARFRUIT,5067,3,5064.0,23.0,,,5071,23,,,,,5069.0,0.0,4
11140,0,557000,STARFRUIT,5065,28,,,,,5072,28,,,,,5068.5,0.0,7
11143,0,557100,STARFRUIT,5064,30,,,,,5071,30,,,,,5067.5,0.0,7
11145,0,557200,STARFRUIT,5064,30,,,,,5071,30,,,,,5067.5,0.0,7
11147,0,557300,STARFRUIT,5065,6,5064.0,24.0,,,5071,24,,,,,5068.0,0.0,6
11148,0,557400,STARFRUIT,5063,23,,,,,5070,23,,,,,5066.5,0.0,7
11151,0,557500,STARFRUIT,5063,25,,,,,5070,25,,,,,5066.5,0.0,7
11153,0,557600,STARFRUIT,5063,25,,,,,5070,25,,,,,5066.5,0.0,7
11155,0,557700,STARFRUIT,5063,25,,,,,5070,26,,,,,5066.5,0.0,7
11156,0,557800,STARFRUIT,5063,31,,,,,5068,3,5070.0,31.0,,,5065.5,0.0,5
11159,0,557900,STARFRUIT,5063,10,5062.0,27.0,,,5069,2,5070.0,27.0,,,5066.0,0.0,6
11161,0,558000,STARFRUIT,5069,1,5063.0,31.0,,,5070,31,,,,,5069.5,0.0,1
11163,0,558100,STARFRUIT,5063,22,,,,,5070,22,,,,,5066.5,0.0,7
11164,0,558200,STARFRUIT,5063,21,,,,,5071,21,,,,,5067.0,0.0,8
11167,0,558300,STARFRUIT,5064,6,5063.0,30.0,,,5070,30,,,,,5067.0,0.0,6
11169,0,558400,STARFRUIT,5063,31,,,,,5070,31,,,,,5066.5,0.0,7
11170,0,558500,STARFRUIT,5067,5,5064.0,28.0,,,5071,28,,,,,5069.0,0.0,4
11173,0,558600,STARFRUIT,5063,26,,,,,5070,26,,,,,5066.5,0.0,7
11175,0,558700,STARFRUIT,5064,2,5063.0,23.0,,,5068,4,5070.0,25.0,,,5066.0,0.0,4
11177,0,558800,STARFRUIT,5063,30,,,,,5070,30,,,,,5066.5,0.0,7
11178,0,558900,STARFRUIT,5064,7,5063.0,24.0,,,5070,24,,,,,5067.0,0.0,6
11181,0,559000,STARFRUIT,5064,2,5063.0,31.0,,,5070,31,,,,,5067.0,0.0,6
11183,0,559100,STARFRUIT,5063,22,,,,,5068,4,5070.0,22.0,,,5065.5,0.0,5
11185,0,559200,STARFRUIT,5063,25,,,,,5070,25,,,,,5066.5,0.0,7
11186,0,559300,STARFRUIT,5063,20,,,,,5070,20,,,,,5066.5,0.0,7
11189,0,559400,STARFRUIT,5064,1,5063.0,21.0,,,5070,22,,,,,5067.0,0.0,6
11191,0,559500,STARFRUIT,5064,26,,,,,5071,26,,,,,5067.5,0.0,7
11193,0,559600,STARFRUIT,5064,27,,,,,5071,27,,,,,5067.5,0.0,7
11194,0,559700,STARFRUIT,5065,27,,,,,5071,1,5072.0,26.0,,,5068.0,0.0,6
11197,0,559800,STARFRUIT,5065,31,,,,,5070,4,5072.0,31.0,,,5067.5,0.0,5
11199,0,559900,STARFRUIT,5066,8,5065.0,28.0,,,5072,28,,,,,5069.0,0.0,6
